VigenciaPPA,MacroObjetivo,UnidadeOrcamentaria,AreaDescricao,Programa,ProgramaResumo,TipoProgramaDescricao,DenominacaoPrograma,JustificativaPrograma,Funcao,Subfuncao,DescricaoAcao,TipoAcao,FinalidadeAcao,DescricaoDetalheAcao,ProdutoDaAcao,UnidadeMedida,RepresentacaoUnidade,FinalidadePadronizada,ModoExecucaoPadronizado,ProdutoPadronizado
2024 - 2027,Segurança Pública,Departamento Estadual de Trânsito,Área de Segurança,DETRAN CIDADÃO,DETRAN CIDADÃO,Finalístico,"Promover ações sociais visando auxiliar pessoas de baixo poder aquisitivo e/ou em situação de vulnerabilidade a obter a primeira habilitação e/ou mudanças de categorias, com atuação descentralizada, sob enfoques de classe social, pessoas em situação de vulnerabilidade, alunos que já possuam 18 (dezoito) anos completos e tenha concluído o programa “CNH na Escola"", bem como promover a realização de convênios e parcerias estratégicas junto aos municípios com enfoque na gestão do tráfego e melhoria do trânsito sob eixos da segurança, educação, fiscalização e engenharia de tráfego.","A independência pessoal, como motriz cumprimento do direito constitucional à liberdade depende em grande parte da capacidade que o indivíduo possui de se locomover. Em diversas situações, pessoas em situação de vulnerabilidade financeira e social encontram dificuldade em alcançar a liberdade plena de locomoção devido aos custos envolvidos na emissão de suas habilitações veiculares.   Economicamente, a falta de habilitação veicular pode engessar a progressão funcional de futuros profissionais que pretendem utilizar o meio de transporte privado como principal aparato de deslocamento profissional, ou - em casos exponencialmente crescentes - como ponto central da própria profissão.   Sabe-se que – originalmente – os pilares de investimento público do DETRAN se concentram em Educação, Fiscalização e Engenharia de Tráfego. Tais ações são realizadas diretamente pela Autarquia ou indiretamente por meio de parceiros credenciados, a exemplo dos convênios municipais de sinalização vertical e horizontal. As ações sociais pretendidas atendem – difusamente – as atribuições correlatas estabelecidas por legislação estadual vigente, as quais incumbiram o Departamento Estadual de Trânsito de adotar um quarto – e igualmente importante – viés social na prática de suas atividades.   Portanto os olhares atentos da sociedade às atividades desenvolvidas pelo governo que, por sua vez, tem como princípio básico prestar serviços que supram as necessidades coletivas de forma eficiente e eficaz, indicam a importância do gestor público em ter como preceitos motrizes modernos para administrar o setor público. A importância dessas visões na gestão pública tem como vertente o desenvolvimento social que afeta diretamente a sociedade como um todo, contribuindo na melhoria dos serviços públicos prestados a sociedade.",Segurança Pública,Transferências, PROMOVER PARCERIAS COM MUNICÍPIOS PARA GESTÃO DO TRÁFEGO,Atividade,Alocar recursos para repasse aos municípios para viabilizar projetos de sinalização de trânsito através de Convênio.,"Transferir recursos aos municípios para viabilizar projetos de sinalização de trânsito, mediante Convênio, e outros. ",Municipios do Estado de Rondônia Sinalizados,Unidade,Un,NULL,NULL,NULL
2024 - 2027,Segurança Pública,Departamento Estadual de Trânsito,Área de Segurança,CIDADE DO TRÂNSITO,CIDADE DO TRÂNSITO,Finalístico,"Fomentar a construção da Cidade do Trânsito, unidade para integração física da sede administrativa e estabelecimentos funcionais do Departamento Estadual de Trânsito do Estado de Rondônia.","O Município de Porto Velho possui diversas unidades administrativas e funcionais que - a exceção dos postos avançados - descentralizam as Diretorias Técnicas e setores subordinados à locais diversos, dificultando por vezes o acesso, tanto de servidores quanto da população às principais unidades de atividade-meio da Autarquia. Desta feita, sob égide motriz do princípio da eficiência, conforme elencado no Art. 37, caput, da Constituição Federal, a integração de diversas unidades, inclusive unidades funcionais, como pistas de testes e treinamento, permitirá acelerar o atendimento e comunicação administrativa das unidades, assim como garantir a economicidade financeira de custos administrativos de manutenção, deslocamento e realocação estratégica de bens patrimoniais e servidores públicos relotados.",Segurança Pública,Administração Geral,CONSTRUIR A CIDADE DO TRÂNSITO,Projeto,Construir a Cidade do Trânsito,"""built to suit""",Construir a Cidade do Trânsito de acordo com a necessidade do Poder Público e arcar com a manutenção do prédio durante o contrato.,Porcentagem,%,NULL,NULL,NULL
2024 - 2027,Segurança Pública,Departamento Estadual de Trânsito,Área de Segurança,HABILITAÇÃO DE CONDUTORES E VEÍCULOS,HABILITAÇÃO DE CONDUTORES E VEÍCULOS,Finalístico,"Fomentar: a habilitação de condutores aptos a conduzir veículos automotores em conformidade com a legislação em vigor, a realização de exames práticos e teóricos eficazes na internalização do conhecimento e diretrizes éticas de tráfego, a fiscalização e vistoria de empresas credenciadas para prestação de serviços de condutores (Centros de Formação de Condutores, Clínicas Médicas e Psicológicas) e serviços relacionados a veículos (Empresas Credenciadas de Vistoria e Estampadoras de Placas) e a execução de serviços correlatos às unidades gerenciais, técnicas e operacionais de habilitação e veículos.","Três pontos são consensuais entre todos os profissionais que laboram com a temática de trânsito no Brasil. Primeiramente, a educação para o trânsito é absolutamente imprescindível para reduzir a grande acidentalidade de trânsito do país e transformar o espaço público de deslocamento em um espaço de melhor convívio social. Ademais, a educação para o trânsito não tem sido tratada com a importância que deve ter. Senda reta, é necessário aperfeiçoar os conteúdos programáticos relativos à educação para o trânsito no ensino fundamental.  No caso dos Centros de Formação de Condutores, os esclarecimentos ministrados em sala de aula, não devem ficar no campo meramente informativo, mas, sobretudo, deve se buscar que os mesmos se tornem valiosas lições para que os alunos refletirem sobre a temática debatida, neste caso o trânsito, bem como seus comportamentos ao dirigir, sendo portanto responsabilidade destes institutos não apenas ensinar o domínio do veículo, mas também de conscientizar aos futuros motoristas sobre a realidade complexa que o mesmo está inserido, demonstrando e conscientizando sobre a premente necessidade de se sentirem responsáveis por suas atitudes e eventuais falhas no trânsito. Por conseguinte, compete ao Departamento Estadual de Trânsito a responsabilidade de garantir que este ensinamento está sendo corretamente repassado e - diretamente - absorvido.  Sendo o trânsito um organismo de constante transformação, constitui-se em um ambiente complexo onde há uma convivência indissociável entre pedestre, motociclista, ciclista e diversos outros atores. O pretenso condutor está inserido no trânsito como pedestre ou passageiro e possui valores e conceitos pré-estabelecidos sobre o trânsito que devem ser testados e eticamente validados quando do momento de sua habilitação, como garantia futura de minimizar os acidentes automobilísticos que ocorrem anualmente no Estado de Rondônia.  Situação semelhante se aplica à correta e minuciosa fiscalização das Empresas Credenciadas de Vistoria dos veículos que compõem a frota comum de tráfego do Estado de Rondônia. A proba correição e auditoria das empresas atinge diretamente o número de veículos que provocam sinistros de trânsito, desde leves até gravíssimos, devido a falhas técnicas e mecânicas envolvendo componentes que deveriam ter sido corretamente vetados pelas empresas.  Nesta seara, compete legalmente ao Departamento Estadual de Trânsito do Estado de Rondônia o fomento de ações que incentivem a habilitação de condutores, fiscalização e vistoria de veículos, bem como a correta transmissão de conhecimento técnico e ético aos futuros condutores, sob garantia de um trânsito mais seguro.",Segurança Pública,Policiamento,EXPEDIR CARTEIRA NACIONAL DE HABILITAÇÃO,Atividade,Emitir documento oficial de habilitação a condutores aptos a conduzir veículos automotores em conformidade com a legislação em vigor. ,"Contratação de empresa (s) especializada (s) em fornecimento e emissão de CNH e suas variantes (Autorização para Conduzir Ciclo Motores - AC, Permissão para Dirigir, CNH Definitiva, e Permissão Internacional para Dirigir PID), captura ao vivo de imagens com digitalização de documento e pré-postagem, verificação biométrica, bem como fornecimento de solução integrada de gerenciamento de serviço de habilitação. Notificação de instauração de Processo Administrativo, Apresentação de Defesa Prévia, Imposição de Penalidades e Vencimento de CNH (RENACH) e fornecimento de solução de informática para confecção de provas online - teóricos/práticos. ","Carteira Nacional de Habilitação - CNH, emitida",Unidade,Un,NULL,NULL,NULL
2024 - 2027,Segurança Pública,Departamento Estadual de Trânsito,Área de Segurança,HABILITAÇÃO DE CONDUTORES E VEÍCULOS,HABILITAÇÃO DE CONDUTORES E VEÍCULOS,Finalístico,"Fomentar: a habilitação de condutores aptos a conduzir veículos automotores em conformidade com a legislação em vigor, a realização de exames práticos e teóricos eficazes na internalização do conhecimento e diretrizes éticas de tráfego, a fiscalização e vistoria de empresas credenciadas para prestação de serviços de condutores (Centros de Formação de Condutores, Clínicas Médicas e Psicológicas) e serviços relacionados a veículos (Empresas Credenciadas de Vistoria e Estampadoras de Placas) e a execução de serviços correlatos às unidades gerenciais, técnicas e operacionais de habilitação e veículos.","Três pontos são consensuais entre todos os profissionais que laboram com a temática de trânsito no Brasil. Primeiramente, a educação para o trânsito é absolutamente imprescindível para reduzir a grande acidentalidade de trânsito do país e transformar o espaço público de deslocamento em um espaço de melhor convívio social. Ademais, a educação para o trânsito não tem sido tratada com a importância que deve ter. Senda reta, é necessário aperfeiçoar os conteúdos programáticos relativos à educação para o trânsito no ensino fundamental.  No caso dos Centros de Formação de Condutores, os esclarecimentos ministrados em sala de aula, não devem ficar no campo meramente informativo, mas, sobretudo, deve se buscar que os mesmos se tornem valiosas lições para que os alunos refletirem sobre a temática debatida, neste caso o trânsito, bem como seus comportamentos ao dirigir, sendo portanto responsabilidade destes institutos não apenas ensinar o domínio do veículo, mas também de conscientizar aos futuros motoristas sobre a realidade complexa que o mesmo está inserido, demonstrando e conscientizando sobre a premente necessidade de se sentirem responsáveis por suas atitudes e eventuais falhas no trânsito. Por conseguinte, compete ao Departamento Estadual de Trânsito a responsabilidade de garantir que este ensinamento está sendo corretamente repassado e - diretamente - absorvido.  Sendo o trânsito um organismo de constante transformação, constitui-se em um ambiente complexo onde há uma convivência indissociável entre pedestre, motociclista, ciclista e diversos outros atores. O pretenso condutor está inserido no trânsito como pedestre ou passageiro e possui valores e conceitos pré-estabelecidos sobre o trânsito que devem ser testados e eticamente validados quando do momento de sua habilitação, como garantia futura de minimizar os acidentes automobilísticos que ocorrem anualmente no Estado de Rondônia.  Situação semelhante se aplica à correta e minuciosa fiscalização das Empresas Credenciadas de Vistoria dos veículos que compõem a frota comum de tráfego do Estado de Rondônia. A proba correição e auditoria das empresas atinge diretamente o número de veículos que provocam sinistros de trânsito, desde leves até gravíssimos, devido a falhas técnicas e mecânicas envolvendo componentes que deveriam ter sido corretamente vetados pelas empresas.  Nesta seara, compete legalmente ao Departamento Estadual de Trânsito do Estado de Rondônia o fomento de ações que incentivem a habilitação de condutores, fiscalização e vistoria de veículos, bem como a correta transmissão de conhecimento técnico e ético aos futuros condutores, sob garantia de um trânsito mais seguro.",Segurança Pública,Policiamento,FISCALIZAR E VISTORIAR CREDENCIADAS,Atividade,"Vistoriar e fiscalizar as Clinicas Médicas e Psicológicas quanto à estrutura, atendimento e a qualidade de avaliação, analisando as documentação de sugestão quanto a renovação de credenciamento das clínicas médicas; promovendo a realização de encontro estadual de médicos e psicológicos.","Analisar a qualidade dos serviços prestados pelas Clínicas Médicas e Psicológicas em visitas periódicas. Realizar anualmente o encontro estadual de médicos e psicológicos, discutindo a legislação e os métodos de avaliação vigentes.",Número de Clínicas Médicas e Psicológicas Vistoriadas anualmente,Unidade,Un,NULL,NULL,NULL
2024 - 2027,Segurança Pública,Departamento Estadual de Trânsito,Área de Segurança,HABILITAÇÃO DE CONDUTORES E VEÍCULOS,HABILITAÇÃO DE CONDUTORES E VEÍCULOS,Finalístico,"Fomentar: a habilitação de condutores aptos a conduzir veículos automotores em conformidade com a legislação em vigor, a realização de exames práticos e teóricos eficazes na internalização do conhecimento e diretrizes éticas de tráfego, a fiscalização e vistoria de empresas credenciadas para prestação de serviços de condutores (Centros de Formação de Condutores, Clínicas Médicas e Psicológicas) e serviços relacionados a veículos (Empresas Credenciadas de Vistoria e Estampadoras de Placas) e a execução de serviços correlatos às unidades gerenciais, técnicas e operacionais de habilitação e veículos.","Três pontos são consensuais entre todos os profissionais que laboram com a temática de trânsito no Brasil. Primeiramente, a educação para o trânsito é absolutamente imprescindível para reduzir a grande acidentalidade de trânsito do país e transformar o espaço público de deslocamento em um espaço de melhor convívio social. Ademais, a educação para o trânsito não tem sido tratada com a importância que deve ter. Senda reta, é necessário aperfeiçoar os conteúdos programáticos relativos à educação para o trânsito no ensino fundamental.  No caso dos Centros de Formação de Condutores, os esclarecimentos ministrados em sala de aula, não devem ficar no campo meramente informativo, mas, sobretudo, deve se buscar que os mesmos se tornem valiosas lições para que os alunos refletirem sobre a temática debatida, neste caso o trânsito, bem como seus comportamentos ao dirigir, sendo portanto responsabilidade destes institutos não apenas ensinar o domínio do veículo, mas também de conscientizar aos futuros motoristas sobre a realidade complexa que o mesmo está inserido, demonstrando e conscientizando sobre a premente necessidade de se sentirem responsáveis por suas atitudes e eventuais falhas no trânsito. Por conseguinte, compete ao Departamento Estadual de Trânsito a responsabilidade de garantir que este ensinamento está sendo corretamente repassado e - diretamente - absorvido.  Sendo o trânsito um organismo de constante transformação, constitui-se em um ambiente complexo onde há uma convivência indissociável entre pedestre, motociclista, ciclista e diversos outros atores. O pretenso condutor está inserido no trânsito como pedestre ou passageiro e possui valores e conceitos pré-estabelecidos sobre o trânsito que devem ser testados e eticamente validados quando do momento de sua habilitação, como garantia futura de minimizar os acidentes automobilísticos que ocorrem anualmente no Estado de Rondônia.  Situação semelhante se aplica à correta e minuciosa fiscalização das Empresas Credenciadas de Vistoria dos veículos que compõem a frota comum de tráfego do Estado de Rondônia. A proba correição e auditoria das empresas atinge diretamente o número de veículos que provocam sinistros de trânsito, desde leves até gravíssimos, devido a falhas técnicas e mecânicas envolvendo componentes que deveriam ter sido corretamente vetados pelas empresas.  Nesta seara, compete legalmente ao Departamento Estadual de Trânsito do Estado de Rondônia o fomento de ações que incentivem a habilitação de condutores, fiscalização e vistoria de veículos, bem como a correta transmissão de conhecimento técnico e ético aos futuros condutores, sob garantia de um trânsito mais seguro.",Segurança Pública,Policiamento,REALIZAR EXAMES PRÁTICOS E TEÓRICOS,Atividade,"Realizar exames práticos e teóricos para habilitar condutores de veículos conscientes da legislação de trânsito, e aptos a dirigir com prudência e responsabilidade.",Elaboração de testes teóricos e práticos condizentes com as Leis do CTB e atualização do programa de computador que elabora e corrige as provas realizadas.,Exames Práticos e Teóricos Realizados,Unidade,Un,NULL,NULL,NULL
2024 - 2027,Gestão Estratégica,Instituto de Previdência dos Servidores Públicos do Estado de Rondônia,Área Social,CONSULTORIA EM GESTÃO PREVIDENCIÁRIA,CONSULTORIA EM GESTÃO PREVIDENCIÁRIA,Finalístico,Assessoramento em Gestão Pública,Buscar as condições ideais de gestão pública para o pleno cumprimento da missão governamental em RRPS.,Previdência Social,Administração Geral,ASSEGURAR A CONTRATAÇÃO DE SERVIÇOS DE CONSULTORIA E TÉCNICA PROFISSIONAIS,Atividade,"Realizar despesas voltadas para a contratação de empresas especializadas em consultorias de investimentos do RPPS no mercado financeiro, Avaliação Atuarial e serviços especializados na elaboração do projeto estrutural do novo prédio sede do Iperon.",Promover procedimento licitatório visando a contratação dos serviços de consultorias e serviços técnicos profissionais para atender as demandas do IPERON.,Contratação de Serviços Técnicos Especializados,Unidade,Un,NULL,NULL,NULL
2024 - 2027,Segurança Pública,Departamento Estadual de Trânsito,Área de Segurança,MODERNIZAÇÃO DO DETRAN/RO,MODERNIZAÇÃO DO DETRAN/RO,Finalístico,"Fomentar a modernização, atualização e segurança de dados dos sistemas informáticos, a modernização administrativa e gerencial do patrimônio, a construção e reforma das sedes e unidades adjacentes, a atualização, capacitação e melhoria de qualidade de vida dos servidores públicos, bem como implementação de novas metodologias no Departamento Estadual de Trânsito do Estado de Rondônia.","O Departamento Estadual de Trânsito possui atribuições baseadas nos pilares da Educação, Fiscalização e Engenharia de Tráfego, as quais exigem o constante uso de ferramentas tecnológicas para a garantia de suas execuções, tanto em macro escala - no gerenciamento das atividades de educação e fiscalização - quanto em microescala - nas ferramentas diretas de captação de estatísticas de trânsito - as quais não podem sucumbir à estagnação temporal inerentes à natureza da tecnologia da informação.   O fomento da modernização tecnológica atinge diretamente a eficácia do serviço a ser acessado pelo cidadão, a eficiência - leia-se: celeridade - com a qual consegue alcançar seu objetivo de atendimento, bem como a efetividade do cumprimento deste serviço. Uma vez que novas tecnologias - a exemplo do advento da Inteligência Artificial - o qual renasceu sob força herculana, propõe o desafio de proporções igualmente herculanas ao Departamento Estadual de Trânsito: garantir que os servidores e o cidadão - como é de seu direito - tenha acesso às ferramentas tecnológicas mais avançadas sob égide do cumprimento das atribuições funcionais da Autarquia.  Esta modernização ocorre não só por meio do fomento de sistemas informáticos mais avançados, como também na implementação de sistemas com enfoque em modernização administrativa e gerencial no patrimônios dos recursos físicos e financeiros disponíveis pela Autarquia, garantindo uma aplicação mais ordenada.  Em igual forma, a modernização tecnológica e melhor gerência patrimonial exigem a manutenção de sedes e unidades adjacentes bem estruturadas e seguras, como forma de proteção e segurança da vida e bem-estar dos servidores e cidadãos-usuários, bem como garantia de conservação do patrimônio físico e financeiro da Autarquia.",Segurança Pública,Policiamento,MODERNIZAR E GERIR O PATRIMÔNIO DO DETRAN/RO,Atividade,"Equipar e reequipar as instalações físicas da Unidade Orçamentária, proporcionando celeridade e qualidade aos programas e ações","Aquisição de veículos, equipamentos, móveis e utensílios em geral.",Instalações Físicas Reequipadas,Unidade,Un,NULL,NULL,NULL
2024 - 2027,Segurança Pública,Departamento Estadual de Trânsito,Área de Segurança,MODERNIZAÇÃO DO DETRAN/RO,MODERNIZAÇÃO DO DETRAN/RO,Finalístico,"Fomentar a modernização, atualização e segurança de dados dos sistemas informáticos, a modernização administrativa e gerencial do patrimônio, a construção e reforma das sedes e unidades adjacentes, a atualização, capacitação e melhoria de qualidade de vida dos servidores públicos, bem como implementação de novas metodologias no Departamento Estadual de Trânsito do Estado de Rondônia.","O Departamento Estadual de Trânsito possui atribuições baseadas nos pilares da Educação, Fiscalização e Engenharia de Tráfego, as quais exigem o constante uso de ferramentas tecnológicas para a garantia de suas execuções, tanto em macro escala - no gerenciamento das atividades de educação e fiscalização - quanto em microescala - nas ferramentas diretas de captação de estatísticas de trânsito - as quais não podem sucumbir à estagnação temporal inerentes à natureza da tecnologia da informação.   O fomento da modernização tecnológica atinge diretamente a eficácia do serviço a ser acessado pelo cidadão, a eficiência - leia-se: celeridade - com a qual consegue alcançar seu objetivo de atendimento, bem como a efetividade do cumprimento deste serviço. Uma vez que novas tecnologias - a exemplo do advento da Inteligência Artificial - o qual renasceu sob força herculana, propõe o desafio de proporções igualmente herculanas ao Departamento Estadual de Trânsito: garantir que os servidores e o cidadão - como é de seu direito - tenha acesso às ferramentas tecnológicas mais avançadas sob égide do cumprimento das atribuições funcionais da Autarquia.  Esta modernização ocorre não só por meio do fomento de sistemas informáticos mais avançados, como também na implementação de sistemas com enfoque em modernização administrativa e gerencial no patrimônios dos recursos físicos e financeiros disponíveis pela Autarquia, garantindo uma aplicação mais ordenada.  Em igual forma, a modernização tecnológica e melhor gerência patrimonial exigem a manutenção de sedes e unidades adjacentes bem estruturadas e seguras, como forma de proteção e segurança da vida e bem-estar dos servidores e cidadãos-usuários, bem como garantia de conservação do patrimônio físico e financeiro da Autarquia.",Segurança Pública,Policiamento,CONSTRUIR E REFORMAR AS SEDES DO DETRAN/RO,Atividade,"Construir, Reformar e Ampliar Imóveis com a finalidade de garantir a eficácia do atendimento aos usuários do sistema DETRAN-RO.","Essa ação será desenvolvida tendo como objeto a construção, reforma e ampliação da Sede, de CIRETRANS, Pistas de Testes com municipalidade de trânsito, aquisição de Terrenos e Postos Avançados.",Obras e Reformas Medidas,Unidade,Un,NULL,NULL,NULL
2024 - 2027,Segurança Pública,Departamento Estadual de Trânsito,Área de Segurança,MODERNIZAÇÃO DO DETRAN/RO,MODERNIZAÇÃO DO DETRAN/RO,Finalístico,"Fomentar a modernização, atualização e segurança de dados dos sistemas informáticos, a modernização administrativa e gerencial do patrimônio, a construção e reforma das sedes e unidades adjacentes, a atualização, capacitação e melhoria de qualidade de vida dos servidores públicos, bem como implementação de novas metodologias no Departamento Estadual de Trânsito do Estado de Rondônia.","O Departamento Estadual de Trânsito possui atribuições baseadas nos pilares da Educação, Fiscalização e Engenharia de Tráfego, as quais exigem o constante uso de ferramentas tecnológicas para a garantia de suas execuções, tanto em macro escala - no gerenciamento das atividades de educação e fiscalização - quanto em microescala - nas ferramentas diretas de captação de estatísticas de trânsito - as quais não podem sucumbir à estagnação temporal inerentes à natureza da tecnologia da informação.   O fomento da modernização tecnológica atinge diretamente a eficácia do serviço a ser acessado pelo cidadão, a eficiência - leia-se: celeridade - com a qual consegue alcançar seu objetivo de atendimento, bem como a efetividade do cumprimento deste serviço. Uma vez que novas tecnologias - a exemplo do advento da Inteligência Artificial - o qual renasceu sob força herculana, propõe o desafio de proporções igualmente herculanas ao Departamento Estadual de Trânsito: garantir que os servidores e o cidadão - como é de seu direito - tenha acesso às ferramentas tecnológicas mais avançadas sob égide do cumprimento das atribuições funcionais da Autarquia.  Esta modernização ocorre não só por meio do fomento de sistemas informáticos mais avançados, como também na implementação de sistemas com enfoque em modernização administrativa e gerencial no patrimônios dos recursos físicos e financeiros disponíveis pela Autarquia, garantindo uma aplicação mais ordenada.  Em igual forma, a modernização tecnológica e melhor gerência patrimonial exigem a manutenção de sedes e unidades adjacentes bem estruturadas e seguras, como forma de proteção e segurança da vida e bem-estar dos servidores e cidadãos-usuários, bem como garantia de conservação do patrimônio físico e financeiro da Autarquia.",Segurança Pública,Policiamento,PROMOVER A GESTÃO DE T.I.,Atividade,"Implantar recursos de TI (Tecnologia da Informação) visando à redução dos custos operacionais e dos serviços prestados à administração pública, além de acelerar os processos administrativos e possibilitar outras melhorias nas rotinas administrativas e operacionais.","Desenvolvimento e administração de Sistemas de Informação, manutenção e melhorias de sistemas e suporte técnico.",Sistema de informação modernizado.,Unidade,Un,NULL,NULL,NULL
2024 - 2027,Cidadania,"Secretaria de Estado da Mulher, da Família, da Assistência e do Desenvolvimento Social",Área Social,PROGRAMA HABITACIONAL,PROGRAMA HABITACIONAL,Finalístico,"Implementar, coordenar, apoiar, supervisionar e executar a política de habitação popular e de interesse social, com o intuito de reduzir o déficit habitacional no Estado de Rondônia.","Com a promulgação da Constituição da República Federativa do Brasil de 1988, a moradia passou a figurar como Direito Social em seu Art. 6º, sendo-lhe garantido a todos os brasileiros, ao mesmo tempo em que se reconheceu a função social da propriedade, nos termos do Inciso XXIII do Art. 5º da Carta Magna em comento. Importante ressaltar que a Política de Habitação é um tipo específico de política pública, que tem como objetivo promover o acesso da população à moradia digna. Desta forma, é importante que o poder público vise a realização de programas voltados a habitação de interesse social, bem como, destinados à habitação popular. O bem imóvel habitado possui várias especificidades que justificam a atuação governamental no setor. Assim, a habitação atende a uma necessidade básica do ser humano e seu acesso é constitucionalmente assegurado a todos os cidadãos. Produzir habitação é produzir a cidade. Além de benefícios que serão concedidos aos cidadãos de baixa renda, cumpre salientar que a construção de moradias responde por uma parcela significativa do setor da construção civil, gerando empregos e o aumento do Produto Interno Bruto (PIB). Trata-se de um mecanismo redistributivo, que pode melhorar o padrão de vida da população e promover a sua inclusão social. Tais especificidades, juntamente com as demandas habitacionais observadas concentradas nas famílias de baixa renda reforçam a necessidade de atuação do Estado no setor, a fim de promover uma maior eficiência e justiça social.",Assistência Social,Habitação Urbana,PROMOVER O ACESSO E/OU MELHORIA DA HABITAÇÃO POPULAR E DE INTERESSE SOCIAL,Atividade,Possibilitar o acesso à moradia e/ou melhoria habitacional às famílias inseridas no percentual do deficit habitacional no Estado de Rondônia.,"Através de aporte financeiro e/ou doação de terreno como contrapartida a programa de habitação federal, apoio técnico aos municípios, regularização fundiária ou concessão de subsídios, destinados a aquisição, produção de unidades habitacionais, reforma, ampliação e melhorias habitacionais.",Famílias beneficiadas.,Unidade,Un,NULL,NULL,NULL
2024 - 2027,Cidadania,"Secretaria de Estado da Mulher, da Família, da Assistência e do Desenvolvimento Social",Área Social,PROGRAMA HABITACIONAL,PROGRAMA HABITACIONAL,Finalístico,"Implementar, coordenar, apoiar, supervisionar e executar a política de habitação popular e de interesse social, com o intuito de reduzir o déficit habitacional no Estado de Rondônia.","Com a promulgação da Constituição da República Federativa do Brasil de 1988, a moradia passou a figurar como Direito Social em seu Art. 6º, sendo-lhe garantido a todos os brasileiros, ao mesmo tempo em que se reconheceu a função social da propriedade, nos termos do Inciso XXIII do Art. 5º da Carta Magna em comento. Importante ressaltar que a Política de Habitação é um tipo específico de política pública, que tem como objetivo promover o acesso da população à moradia digna. Desta forma, é importante que o poder público vise a realização de programas voltados a habitação de interesse social, bem como, destinados à habitação popular. O bem imóvel habitado possui várias especificidades que justificam a atuação governamental no setor. Assim, a habitação atende a uma necessidade básica do ser humano e seu acesso é constitucionalmente assegurado a todos os cidadãos. Produzir habitação é produzir a cidade. Além de benefícios que serão concedidos aos cidadãos de baixa renda, cumpre salientar que a construção de moradias responde por uma parcela significativa do setor da construção civil, gerando empregos e o aumento do Produto Interno Bruto (PIB). Trata-se de um mecanismo redistributivo, que pode melhorar o padrão de vida da população e promover a sua inclusão social. Tais especificidades, juntamente com as demandas habitacionais observadas concentradas nas famílias de baixa renda reforçam a necessidade de atuação do Estado no setor, a fim de promover uma maior eficiência e justiça social.",Assistência Social,Habitação Urbana,EXECUTAR PROJETOS DE TRABALHO SOCIAL,Projeto,"Assessoramento no processo de adaptação, mobilização e a organização comunitária, visando a promoção de capacitações, ações de caráter informativo, educativo, integradas e participativas.","Desenvolvimento da participação dos beneficiários nos processo de decisão, o fomento nos processos de liderança comunitária, o estímulo no desenvolvimento da cidadania e laços sociais, o fomento ao processo de inclusão produtiva de acordo com o potencial econômico e as características culturais da região, visando contribuir com a sustentabilidade e permanência das famílias no habitacional, assim como o monitoramento do cumprimento da finalidade do programa habitacional.",Beneficiários atendidos,Unidade,Un,NULL,NULL,NULL
2025 - 2027,Educação,Secretaria de Estado da Educação,Área Social,LEITURA PARA O FUTURO: PARCERIA PELA ALFABETIZAÇÃO,LEITURA PARA O FUTURO: PARCERIA PELA ALFABETIZAÇÃO,Finalístico,"O Programa ""Leitura para o Futuro: Parceria pela Alfabetização busca promover o desenvolvimento e melhoria da qualidade do ensino fundamental nas séries iniciais, com foco principal na alfabetização na idade certa, estabelecendo uma colaboração efetiva entre o governo estadual e as prefeituras. ","A alfabetização é uma etapa fundamental na formação educacional de qualquer indivíduo e tem um impacto significativo em seu desenvolvimento cognitivo, emocional e social. É nessa fase que as bases da aprendizagem são construídas, permitindo que as crianças adquiram habilidades e competências essenciais para uma participação plena na sociedade. No entanto, Rondônia ainda enfrenta desafios persistentes no que diz respeito à alfabetização na idade certa. Dados educacionais revelam que muitas crianças não estão atingindo níveis elevados de leitura e escrita ao final do ciclo das séries iniciais do ensino fundamental. Esse cenário implica em consequências negativas para o percurso educacional desses alunos, tornando-os mais tolerantes ao abandono escolar e às dificuldades acadêmicas ao longo de suas trajetórias educacionais. Diante dessa realidade, a criação do programa  ""Leitura para o Futuro: Parceria pela Alfabetização"" se faz necessária para promoção do desenvolvimento e melhoria da qualidade do ensino fundamental nas séries iniciais, concentrando-se especialmente na alfabetização na idade apropriada. Para alcançar esse propósito, será estabelecida uma colaboração sólida e efetiva entre o governo e as prefeituras, fundamentada em princípios de cooperação, diálogo e complementaridade de esforços. ",Educação,Ensino Fundamental,PREMIAR E FOMENTAR ESCOLAS,Atividade,Premiar e fomentar escolas da rede estadual e municipal de ensino buscando incentivar a obtenção de melhores resultados nos índices de alfabetização na idade adequada.,Pagamento de premiação para às 30 (trinta) escolas da rede estadual e municipal do Estado que obtiverem os resultados mais promissores no índice de qualidade de Alfabetização da Escola e às 20 (vinte) escolas da rede estadual e municipal do Estado que apresentarem as maiores evoluções no Índice de Qualidade de Alfabetização da Escola em relação os resultados anteriores. Fomento em forma de repasse financeiro às 50 (cinquenta) escolas da rede estadual e municipal que obtiverem os resultados menos promissores no Índice de Qualidade de Alfabetização da Escola.,Escolas Premiadas e Fomentadas,Unidade,Un,NULL,NULL,NULL
